imo;name;time;lat;lon;mainEngineConsumption;DistanceOverGround;Speed
9708382;Wiking;2023-01-08T00:00:00;-46.722527514958585;162.7360820290487;10.890704364297665;14.409524198859582;13.9277821590721
9725524;Rabea;2023-01-12T00:00:00;-11.699110280138683;-8.308808347450395;53.353496548798745;2.75049275684821;21.34968748287712
9375252;Skogafoss;2023-03-21T00:00:00;68.60581313889085;115.34571228617267;5.6231031126959445;59.73238696244899;11.879449501710134
9619402;Jogela;2023-01-15T00:00:00;-39.57725358316521;5.975917410047543;10.145223467757742;72.83070131189196;14.225748487550877
9619402;Jogela;2023-01-12T00:00:00;-55.53606078907663;-76.11954287789939;20.135068044742876;66.13759117476654;22.724147831625
9725524;Rabea;2023-01-24T00:00:00;-36.6625392984361;38.53980143537106;21.380565748494135;32.18209662974925;21.341758363692065
9725512;Rubina;2023-03-06T00:00:00;-72.77569050330688;-82.8452869792656;12.070135369596503;89.19182406195574;8.514586298178543
9654464;Wieland ;2023-02-05T00:00:00;-24.411267666955496;84.6313504697344;24.815375832413196;21.299465756036938;22.812838848538878
9589621;Edgar;2023-01-05T00:00:00;-85.88416824372455;90.97291865536556;31.983777627101624;26.181229201605742;12.796316618650588
9589633;Laura D;2023-01-12T00:00:00;82.25362537871302;117.55784254178519;12.17085974671677;11.471439564213522;11.338079996155379
9619385;Jadrana;2023-01-21T00:00:00;-49.27560704808249;-81.32942845622796;44.02508002478218;55.85693831590855;19.651965523037365
9589085;Aurelia;2023-03-23T00:00:00;14.090029597937004;-86.71834148570835;39.67576137370846;80.96440431393918;18.380123979591303
9589621;Edgar;2023-03-10T00:00:00;33.44899069491508;-87.43909905500952;14.225663572113483;53.09649890603217;22.446682445740233
9589085;Aurelia;2023-03-14T00:00:00;-86.38883790459167;-177.18190305072807;10.965733969757819;40.43414597933283;18.63443844529405
9619385;Jadrana;2023-03-09T00:00:00;0.23613670682726706;71.2132287417725;39.18560127838419;59.58565453168452;18.718781571909584
9589085;Aurelia;2023-03-26T00:00:00;-77.67875030235965;6.662809994340847;26.594164144581484;20.815008580138468;19.995540073738493
9725512;Rubina;2023-02-28T00:00:00;86.55644608355215;-158.85100879839507;40.9310462470877;45.46026300925044;18.381434623922868
9725512;Rubina;2023-01-05T00:00:00;64.2052798897866;-27.2350643909609;47.753917647563284;31.003678609137253;16.652951956412387
9708382;Wiking;2023-01-01T00:00:00;-26.42980632023852;-78.82072121198527;10.031478519133266;8.623793392405116;11.15898126030794
9619385;Jadrana;2023-02-28T00:00:00;-8.13801302345621;165.7458046229043;12.647550474895588;61.7218130941619;16.096089502408738
9375252;Skogafoss;2023-01-08T00:00:00;-19.45127762605506;100.06088385449192;13.210677709207292;28.953120012242636;19.212405489946775
9619402;Jogela;2023-01-27T00:00:00;-41.270075770999156;1.2737273768152022;14.77636958663546;13.369796143533817;16.51247835291791
9654464;Wieland ;2023-02-21T00:00:00;-72.51755629704364;-5.53723462960545;9.787064467821756;51.672706829929446;22.67524873927439
9589633;Laura D;2023-03-01T00:00:00;-70.47513060252865;165.72434917261705;52.103746852453305;92.53781340168393;18.89521736037836
9619385;Jadrana;2023-03-21T00:00:00;-35.09331616770672;-0.686614073284403;43.14387701176149;13.976338930718104;9.074600460880578
9589633;Laura D;2023-01-06T00:00:00;-31.838773587401704;45.74340041062973;13.949554445870815;69.72050478878909;10.87578472924742
9654464;Wieland ;2023-02-15T00:00:00;-60.988583493463366;121.28550431448292;46.42279939391791;31.425240272279357;21.244208445049715
9589621;Edgar;2023-02-05T00:00:00;69.45068358764439;138.45951278751266;27.685874999953413;58.95080244635846;14.043300526472962
9589085;Aurelia;2023-02-07T00:00:00;71.75363709480547;33.958264832357116;41.91655798721642;27.667074715925107;8.09854403367109
9693329;Ricarda;2023-01-04T00:00:00;-47.310483767802204;-19.73814161061989;46.47848365055133;63.78543439856892;16.540507864113295
9701279;Frida Russ;2023-03-29T00:00:00;-34.481057540693726;-84.06105063738619;27.80314576044876;52.414228878943085;20.94893237477043
9589633;Laura D;2023-03-09T00:00:00;13.724488737832829;16.23071700520589;54.95338988230055;25.859434160316273;22.746543758583336
9619402;Jogela;2023-02-13T00:00:00;33.11119777723107;-102.09901932406676;26.08335862700478;73.95985277731697;19.265203804749504
9693331;Riva;2023-03-23T00:00:00;-35.47261587288212;177.95869636701957;27.160150168577537;63.33891231394138;22.931289913351918
9725512;Rubina;2023-03-16T00:00:00;-16.726151659548478;-97.16877629332646;41.28661199439058;52.07818023752974;14.027651116020952
9701279;Frida Russ;2023-02-02T00:00:00;26.36204146498332;-22.138300012859276;31.911753113938573;25.48187890054571;8.727049141379643
9725524;Rabea;2023-02-02T00:00:00;74.07334289761957;94.043034265286;18.086646808731125;17.00307863087239;12.204251609109637
9693331;Riva;2023-01-18T00:00:00;22.5128093898725;131.50171937903707;55.27459544525742;52.49990944435572;13.791429324280307
9589621;Edgar;2023-02-17T00:00:00;-40.71938628520384;-26.747992741167593;13.108499857350342;85.40719457579809;21.23526750421873
9589633;Laura D;2023-03-05T00:00:00;53.067278600048525;94.60080657647109;17.344756972507753;50.582750544254665;17.048410459877886
9375252;Skogafoss;2023-03-15T00:00:00;85.7681914217244;-172.79150924281095;48.14588860207694;24.862637663335438;20.07446444331633
